Uniprot	Family	Domain	Repeat	Motif	Coiled-coil	Disordered
P54964	1	0	0	0	0	0	1
P53067	0	1	0	0	0	0	1
Q12691	4	2	0	0	0	0	6
Q3E7Y3	0	1	0	0	0	0	1
P35210	0	1	2	0	0	0	3
P25619	0	1	0	0	0	0	1
P28778	0	1	0	0	0	0	1
Q3E770	1	0	0	0	0	0	1
P17423	1	0	0	0	0	0	1
P25386	2	0	0	0	0	0	2
P43620	1	0	0	0	0	0	1
P21374	1	0	0	0	0	0	1
P34110	1	0	0	0	0	0	1
P22138	1	5	0	0	0	0	6
P32485	0	1	0	0	0	0	1
P37898	0	2	0	0	0	0	2
P40007	1	0	0	0	0	0	1
P38637	1	0	0	0	0	0	1
Q12287	1	0	0	0	0	0	1
P28006	0	1	0	0	0	0	1
P0CX75	1	0	0	0	0	0	1
P39712	0	1	16	0	0	0	17
P53121	1	1	0	0	0	0	2
P40529	0	1	0	0	0	0	1
P0C2J2	1	0	0	0	0	0	1
P27472	1	0	0	0	0	0	1
P32368	1	0	0	0	0	0	1
P08431	0	2	0	0	0	0	2
Q12000	0	1	0	0	0	0	1
P69852	1	0	0	0	0	0	1
P32588	0	3	0	0	0	0	3
P38087	3	0	0	0	0	0	3
P0C5L1	0	1	0	0	0	0	1
P80235	1	0	0	0	0	0	1
Q12285	0	2	0	0	0	0	2
Q12454	0	1	0	0	0	0	1
Q07748	1	0	0	0	0	0	1
P46677	1	1	0	0	0	0	2
Q03919	0	1	0	0	0	0	1
Q08285	0	1	0	0	0	0	1
Q12008	0	2	0	0	0	0	2
P38175	1	0	0	0	0	0	1
Q08417	1	0	0	0	0	0	1
P40016	1	1	0	0	0	0	2
Q03673	1	0	0	0	0	0	1
P52917	0	3	0	0	0	0	3
P40478	1	0	0	0	0	0	1
Q04734	1	0	0	0	0	0	1
P42937	0	1	0	0	0	0	1
P38066	1	0	0	0	0	0	1
P21623	1	0	0	0	0	0	1
Q07878	4	0	1	0	0	0	5
Q12074	0	2	0	0	0	0	2
P40073	0	1	0	0	0	0	1
P38061	1	0	0	0	0	0	1
Q07979	0	1	0	0	0	0	1
P42948	1	1	0	0	0	0	2
P29703	0	0	4	0	0	0	4
P40037	0	1	0	0	0	0	1
P33441	1	0	0	0	0	0	1
Q02948	1	0	0	0	0	0	1
P39683	1	0	0	0	0	0	1
P47026	1	0	0	0	0	0	1
Q12674	4	1	0	0	0	0	5
Q06511	1	0	0	0	0	0	1
Q12502	1	0	0	0	0	0	1
P15565	1	0	0	0	0	0	1
P32855	0	1	0	0	0	0	1
Q05881	1	0	0	0	0	0	1
Q06665	0	3	0	0	0	0	3
Q99303	1	0	0	0	0	0	1
P38288	1	1	0	0	0	0	2
P27810	1	0	0	0	0	0	1
Q04004	0	1	0	0	0	0	1
Q04201	1	0	0	0	0	0	1
P36081	1	0	0	0	0	0	1
Q05948	0	2	0	0	0	0	2
P10961	0	1	0	0	0	0	1
P38842	1	0	0	0	0	0	1
P32333	3	0	0	0	0	0	3
P52924	2	0	0	0	0	0	2
P25362	1	0	0	0	0	0	1
Q06266	1	0	0	0	0	0	1
P53102	1	0	0	0	0	0	1
P38203	0	1	0	0	0	0	1
P40500	1	0	0	0	0	0	1
P38342	0	1	0	0	0	0	1
P0CX69	1	0	0	0	0	0	1
Q06070	1	0	0	0	0	0	1
Q04673	1	1	0	0	0	0	2
P53296	1	0	0	0	0	0	1
Q12155	1	0	0	0	0	0	1
Q04093	1	0	0	0	0	0	1
P07272	0	2	0	0	0	0	2
P53617	1	1	0	0	0	0	2
P31373	0	1	0	0	0	0	1
P46655	0	2	0	0	0	0	2
Q12494	1	0	0	0	0	0	1
Q04401	1	0	0	0	0	0	1
P36094	1	0	0	0	0	0	1
P07347	1	0	0	0	0	0	1
P30777	1	0	0	0	0	0	1
P20486	0	1	0	0	0	0	1
P54000	0	1	0	0	0	0	1
Q03103	1	0	0	0	0	0	1
P53127	0	4	0	0	0	0	4
P53629	1	0	0	0	0	0	1
P53305	1	0	0	0	0	0	1
P53167	0	1	0	0	0	0	1
Q06595	0	1	0	0	0	0	1
P47183	1	0	0	0	0	0	1
Q07897	1	0	0	0	0	0	1
P53196	0	0	2	0	0	0	2
P36528	1	0	0	0	0	0	1
P32366	1	0	0	0	0	0	1
Q07648	1	0	0	0	0	0	1
Q04898	1	0	0	0	0	0	1
P46970	0	1	0	0	0	0	1
P25368	1	0	0	0	0	0	1
Q3E833	1	0	0	0	0	0	1
Q03835	0	2	0	0	0	0	2
Q07824	1	0	0	0	0	0	1
P34087	0	2	0	0	0	0	2
P47013	1	0	0	0	0	0	1
P40513	0	1	0	0	0	0	1
P48562	0	3	0	0	0	0	3
P38777	0	1	0	0	0	0	1
Q12449	1	1	0	0	0	0	2
Q12113	2	2	0	0	0	0	4
P23642	1	0	0	0	0	0	1
P53918	2	0	0	0	0	0	2
P39678	0	1	0	0	0	0	1
Q00618	0	0	4	0	0	0	4
P35688	0	3	0	0	0	0	3
P11709	0	1	0	0	0	0	1
P53919	0	1	0	0	0	0	1
P17076	0	1	0	0	0	0	1
P38351	1	0	0	0	0	0	1
P38932	1	0	0	0	0	0	1
P52923	0	1	0	0	0	0	1
Q08651	0	2	0	0	0	0	2
P36008	0	3	0	0	0	0	3
P38968	2	1	2	0	0	0	5
P07149	2	3	0	0	0	0	5
P14724	1	0	0	0	0	0	1
P48836	1	0	0	0	0	0	1
P32837	1	0	0	0	0	0	1
Q04182	3	3	0	0	0	0	6
P38699	0	2	0	0	0	0	2
P53616	1	0	0	0	0	0	1
P0CY06	1	0	0	0	0	0	1
P0C2H6	1	0	0	0	0	0	1
P21827	0	0	5	0	0	0	5
Q04210	1	0	0	0	0	0	1
P32352	1	0	0	0	0	0	1
P38165	0	1	0	0	0	0	1
Q12400	1	0	0	0	0	0	1
Q05473	1	0	0	0	0	0	1
P39076	1	0	0	0	0	0	1
P32341	1	0	0	0	0	0	1
P39726	0	1	0	0	0	0	1
P32789	1	0	0	0	0	0	1
P20840	0	1	0	0	0	0	1
P39109	2	2	0	0	0	0	4
Q03071	0	1	0	0	0	0	1
P06775	1	0	0	0	0	0	1
P38838	0	1	0	0	0	0	1
P53258	1	1	0	0	0	0	2
P53266	1	0	0	0	0	0	1
P42945	1	1	0	0	0	0	2
P26364	0	2	0	0	0	0	2
P35180	1	0	0	0	0	0	1
P47047	1	3	0	0	0	0	4
Q12193	2	1	0	0	0	0	3
P36119	0	1	0	0	0	0	1
P40507	0	3	0	0	0	0	3
Q03096	1	0	0	0	0	0	1
Q12117	0	1	0	0	0	0	1
Q12328	1	0	0	0	0	0	1
P53147	1	0	0	0	0	0	1
P43535	0	3	0	0	0	0	3
Q08227	0	1	0	0	0	0	1
P25623	0	1	0	0	0	0	1
Q08208	0	1	0	0	0	0	1
Q06703	1	0	0	0	0	0	1
P54839	0	2	0	0	0	0	2
P08539	0	1	0	0	0	0	1
P47075	1	1	0	0	0	0	2
P39538	1	0	0	0	0	0	1
Q08182	1	0	0	1	0	0	2
P32266	0	1	0	0	0	0	1
P08018	0	1	0	0	0	0	1
P39529	0	2	0	0	0	0	2
P04786	2	1	0	0	0	0	3
P0C2I2	2	1	0	0	0	0	3
P38696	1	0	0	0	0	0	1
P00931	1	1	0	0	0	0	2
P07560	0	1	0	0	0	0	1
Q04304	0	1	0	0	0	0	1
P38767	2	0	0	0	0	0	2
P47138	0	2	0	0	0	0	2
Q7LHG5	2	1	0	0	0	0	3
P09368	1	0	0	0	0	0	1
Q12099	1	1	0	0	0	0	2
Q07830	1	0	0	0	0	0	1
Q03941	0	1	0	0	0	0	1
P30657	0	1	0	0	0	0	1
P25302	0	1	0	0	0	0	1
P43538	1	1	0	0	0	0	2
P21243	0	2	0	0	0	0	2
P35207	1	3	0	0	0	0	4
Q08822	1	1	0	0	0	0	2
P53631	1	0	0	0	0	0	1
P15179	0	2	0	0	0	0	2
P42840	1	0	0	0	0	0	1
P15365	1	0	0	0	0	0	1
Q03695	1	0	0	0	0	0	1
P10174	1	0	0	0	0	0	1
Q04372	1	0	0	0	0	0	1
P18562	0	1	0	0	0	0	1
P25303	0	3	0	0	0	0	3
Q03388	1	1	0	0	0	0	2
P38072	1	0	0	0	0	0	1
P40917	1	0	0	0	0	0	1
P40012	0	1	0	0	0	0	1
P18494	0	1	0	0	0	0	1
P36532	1	0	0	0	0	0	1
P53193	0	2	0	0	0	0	2
P12689	2	1	0	0	0	0	3
P38860	1	2	0	0	0	0	3
P40491	1	0	0	0	0	0	1
Q01163	1	0	0	0	0	0	1
Q00711	1	1	0	0	0	0	2
P0CX67	1	0	0	0	0	0	1
P10081	1	1	0	0	0	0	2
P36000	1	0	0	0	0	0	1
P06701	0	1	0	0	0	0	1
P43581	1	0	0	0	0	0	1
P38789	0	1	0	0	0	0	1
P40994	0	1	0	0	0	0	1
P43573	0	1	0	0	1	0	2
Q02555	1	1	0	0	0	0	2
P07285	1	1	0	0	0	0	2
P38042	1	1	3	0	0	0	5
Q05029	1	0	0	0	0	0	1
P40156	1	0	0	0	0	0	1
P04806	0	2	0	0	0	0	2
P40327	0	1	0	0	0	0	1
Q12010	0	0	2	0	0	0	2
P15315	0	1	0	0	0	0	1
P00899	2	0	0	0	0	0	2
P00175	0	2	0	0	0	0	2
Q00453	0	2	0	0	0	0	2
P40202	0	2	0	0	0	0	2
P33550	1	0	0	0	0	0	1
Q12337	2	2	0	0	0	0	4
P33303	3	0	0	0	0	0	3
P80967	1	0	0	0	0	0	1
Q08919	0	1	0	0	0	0	1
P25385	0	1	0	0	0	0	1
P02992	0	3	0	0	0	0	3
P40517	1	0	0	0	0	0	1
Q07825	0	4	0	0	0	0	4
P33753	1	1	0	0	0	0	2
P38237	1	2	0	0	0	0	3
P53904	0	2	0	0	0	0	2
Q04922	0	1	0	0	0	0	1
P14126	1	0	0	0	0	0	1
Q04693	1	1	0	0	0	0	2
P36145	0	1	0	0	0	0	1
P50090	0	1	2	0	0	0	3
P53719	1	0	0	0	0	0	1
P38281	1	0	0	0	0	0	1
P40961	1	0	0	0	0	0	1
Q02354	1	0	0	0	0	0	1
P39567	0	3	0	0	0	0	3
Q04489	0	2	0	0	0	0	2
P36143	1	0	0	0	0	0	1
P39008	1	0	0	0	0	0	1
Q12056	1	0	0	0	0	0	1
P00724	0	2	0	0	0	0	2
P25351	1	0	0	0	0	0	1
P24784	1	1	0	0	0	0	2
P37838	0	3	0	0	0	0	3
P17442	0	2	0	0	0	0	2
Q04895	1	0	0	0	0	0	1
Q99314	1	0	0	0	0	0	1
Q12141	2	1	0	0	0	0	3
Q07451	1	0	0	0	0	0	1
Q02455	0	0	0	0	1	0	1
Q06679	0	0	1	0	0	0	1
P36080	2	0	0	0	0	0	2
P07286	1	0	0	0	0	0	1
P20604	0	1	0	0	0	0	1
Q08558	0	1	0	0	0	0	1
P36137	0	2	0	0	0	0	2
Q04089	0	1	0	0	0	0	1
P03876	2	0	0	0	0	0	2
P40462	0	2	0	0	0	0	2
Q8TGK7	1	0	0	0	0	0	1
P0CE69	0	1	0	0	0	0	1
P47148	1	0	0	0	0	0	1
P35179	1	0	0	0	0	0	1
P06778	1	0	0	0	0	0	1
P29547	0	3	0	0	0	0	3
Q07949	1	0	0	0	0	0	1
P33308	1	0	0	0	0	0	1
P38312	1	0	0	0	0	0	1
Q01080	1	0	0	0	0	0	1
P25580	0	1	0	0	0	0	1
P50106	1	0	0	0	0	0	1
P32492	1	1	0	1	0	0	3
P25346	1	0	0	0	0	0	1
Q12189	1	0	0	0	0	0	1
P12962	1	0	0	0	0	0	1
P40085	1	0	0	0	0	0	1
Q99208	1	2	0	0	0	0	3
P53234	1	0	0	0	0	0	1
P38231	1	0	0	0	0	0	1
Q12515	1	0	0	0	0	0	1
Q05998	1	0	0	0	0	0	1
P18851	0	0	4	0	0	0	4
Q08954	1	1	0	0	0	0	2
P0C2I6	2	1	0	0	0	0	3
Q12311	1	2	0	0	0	0	3
Q12510	0	0	1	0	0	0	1
P32599	0	4	0	0	0	0	4
P03962	0	1	0	0	0	0	1
P39003	1	0	0	0	0	0	1
Q04925	0	2	0	0	0	0	2
P53273	1	1	0	0	0	0	2
P34227	0	2	0	0	0	0	2
Q08993	0	1	0	0	0	0	1
Q03735	0	2	0	0	0	0	2
P21269	0	2	0	0	0	0	2
P40548	1	0	0	0	0	0	1
P33331	0	1	0	0	0	0	1
P36035	1	0	0	0	0	0	1
Q08236	2	0	0	0	0	0	2
P08466	0	1	0	0	0	0	1
P47188	1	0	0	0	0	0	1
P07261	1	0	0	0	0	0	1
Q05902	0	1	0	0	0	0	1
Q3E824	1	0	0	0	0	0	1
P36521	1	0	0	0	0	0	1
Q12184	0	1	0	0	0	0	1
P24309	0	2	0	0	0	0	2
P04710	3	0	0	0	0	0	3
P53745	1	0	0	0	0	0	1
P34218	1	0	0	0	0	0	1
Q07381	1	1	0	0	0	0	2
Q04031	1	0	0	0	0	0	1
P00163	0	2	0	0	0	0	2
P32480	1	0	0	0	0	0	1
P48240	0	1	0	0	0	0	1
P20049	1	0	0	0	0	0	1
P40302	0	2	0	0	0	0	2
P03881	0	2	0	0	0	0	2
P0CS90	1	0	0	0	0	0	1
P42841	0	0	4	0	0	0	4
P38909	0	1	0	0	0	0	1
Q12361	0	2	0	0	0	0	2
P29952	1	0	0	0	0	0	1
P39007	1	0	0	0	0	0	1
P25847	0	5	0	0	0	0	5
P50101	3	0	0	0	0	0	3
Q06616	1	0	0	0	0	0	1
Q06205	0	1	0	0	0	0	1
P33315	0	3	0	0	0	0	3
P38198	1	0	0	0	0	0	1
P32457	0	1	0	0	0	0	1
P15801	1	0	0	0	0	0	1
P48363	0	0	0	0	1	0	1
P40084	1	0	0	0	0	0	1
P53152	0	1	0	0	0	0	1
P33200	0	2	0	0	0	0	2
P04821	1	2	0	0	0	0	3
P53172	0	2	0	0	0	0	2
P15424	1	1	0	0	0	0	2
P02294	0	1	0	0	0	0	1
P39548	1	0	0	0	0	0	1
P38735	2	2	0	0	0	0	4
P53049	2	2	0	0	0	0	4
O14455	1	0	0	0	0	0	1
P29496	0	3	0	0	0	0	3
Q03723	1	0	0	0	0	0	1
Q04549	1	0	0	0	0	0	1
P53437	0	1	0	0	0	0	1
Q12346	1	0	0	0	0	0	1
P40342	1	0	0	0	0	0	1
P40017	1	0	0	0	0	0	1
Q02866	1	0	0	0	0	0	1
P39946	0	0	4	0	0	0	4
P39973	1	0	0	0	0	0	1
P12688	1	1	0	0	0	0	2
P40422	0	1	0	0	0	0	1
P53747	0	1	0	0	0	0	1
P25335	2	0	0	0	0	0	2
Q02820	1	0	0	0	0	0	1
P38325	1	0	0	0	0	0	1
P0CX12	2	0	0	0	0	0	2
P38806	0	2	0	0	0	0	2
P19146	0	1	0	0	0	0	1
P40434	1	1	0	0	0	0	2
P28834	0	1	0	0	0	0	1
P19658	1	0	0	0	0	0	1
P40022	1	0	0	0	0	0	1
P41814	1	0	0	0	0	0	1
P41834	0	1	0	0	0	0	1
Q12486	1	0	0	0	0	0	1
P53541	2	0	0	0	0	0	2
Q12033	0	2	0	0	0	0	2
P33890	1	0	1	0	0	0	2
P38353	1	1	0	0	0	0	2
P22217	0	1	0	0	0	0	1
P0C2J3	2	2	0	0	0	0	4
P15436	2	1	0	0	0	0	3
P33333	1	0	0	0	0	0	1
Q05779	0	1	0	0	0	0	1
P53091	0	3	0	0	0	0	3
P0C0W1	0	1	0	0	0	0	1
P47179	1	0	0	0	0	0	1
P03965	0	4	0	0	0	0	4
P47018	1	0	0	0	0	0	1
P36139	1	0	0	0	0	0	1
P39552	1	0	0	0	0	0	1
Q08902	1	0	0	0	0	0	1
P40440	1	0	0	0	0	0	1
P07213	2	0	1	0	0	0	3
P41902	1	0	0	0	0	0	1
P35191	0	3	0	0	0	0	3
P13259	0	1	0	0	0	0	1
Q12465	1	0	0	0	0	0	1
P25378	0	1	0	0	0	0	1
P07246	1	1	0	0	0	0	2
P46674	1	1	0	0	0	0	2
Q06107	0	1	0	0	0	0	1
P34165	1	0	0	0	0	0	1
Q12247	0	1	0	0	0	0	1
P32584	1	0	0	0	0	0	1
P46151	0	1	0	0	0	0	1
P17883	0	0	1	0	0	0	1
Q02939	1	0	0	0	0	0	1
P38274	1	2	0	0	0	0	3
P24276	0	1	0	0	0	0	1
P14242	1	2	0	0	0	0	3
P43561	0	3	0	0	0	0	3
Q10740	0	2	0	0	0	0	2
P40498	1	0	0	0	0	0	1
Q12123	2	0	0	0	0	0	2
P31378	0	1	0	1	0	0	2
P35056	1	0	1	0	0	0	2
P38555	0	1	0	0	0	0	1
P47005	0	1	0	0	0	0	1
P25342	0	1	0	0	0	0	1
P02309	0	1	0	0	0	0	1
P01120	0	1	0	0	0	0	1
P38874	1	0	0	0	0	0	1
O74302	1	0	0	0	0	0	1
Q07478	1	1	0	0	0	0	2
P38279	0	0	2	0	0	0	2
P53254	0	6	0	0	0	0	6
P32328	0	1	0	0	0	0	1
P43534	1	0	0	0	0	0	1
P53173	1	0	0	0	0	0	1
P26784	1	0	0	0	0	0	1
P53552	4	0	0	0	0	0	4
P33324	0	2	0	0	0	0	2
P11633	0	1	0	0	0	0	1
P40693	0	1	0	0	0	0	1
Q06598	1	0	0	0	0	0	1
P40310	2	0	0	0	0	0	2
P39929	1	0	0	0	0	0	1
P26321	1	1	0	0	0	0	2
Q06628	1	0	0	0	0	0	1
Q08773	2	2	0	0	0	0	4
P38827	1	2	0	0	0	0	3
P22108	1	0	0	0	0	0	1
P32835	0	1	0	0	0	0	1
P0C2I3	2	1	0	0	0	0	3
P36156	0	2	0	0	0	0	2
Q02825	0	1	0	0	0	0	1
P32449	0	1	0	0	0	0	1
P35206	1	0	0	0	0	0	1
P47108	1	0	0	0	0	0	1
Q04087	1	0	0	0	0	0	1
P09119	0	2	0	0	0	0	2
Q07622	0	0	7	0	0	0	7
P36036	1	1	0	0	0	0	2
Q08957	2	0	0	0	0	0	2
P38992	1	0	0	0	0	0	1
P53233	0	1	0	0	0	0	1
Q99394	1	0	0	0	0	0	1
P40433	0	2	0	0	0	0	2
P38329	2	0	0	0	0	0	2
P27895	0	2	0	0	0	0	2
Q08622	1	0	0	0	0	0	1
P29029	0	2	0	0	0	0	2
Q07551	0	1	0	0	0	0	1
P32904	0	2	0	0	0	0	2
P00890	0	1	0	0	0	0	1
P47082	1	0	0	0	0	0	1
P23833	1	0	0	0	0	0	1
P38954	2	0	0	0	0	0	2
P47042	0	1	0	0	0	0	1
P32771	1	1	0	0	0	0	2
P53718	0	0	0	1	0	0	1
P32589	1	0	0	0	0	0	1
Q04080	1	0	0	0	0	0	1
P38143	1	0	0	0	0	0	1
P36135	1	0	0	0	0	0	1
P38334	1	0	0	0	0	0	1
P25038	0	3	0	0	0	0	3
P27637	0	1	0	0	0	0	1
Q02891	0	1	0	0	0	0	1
Q05863	1	0	0	0	0	0	1
O13585	1	0	0	0	0	0	1
Q99189	1	0	0	0	0	0	1
P19657	1	2	0	0	0	0	3
P31385	1	0	0	0	0	0	1
Q06411	1	0	0	0	0	0	1
P53973	1	1	0	0	0	0	2
Q04322	1	0	0	0	0	0	1
P38431	2	0	0	0	0	0	2
P39111	1	0	0	0	0	0	1
P52919	1	0	0	0	0	0	1
P32911	0	1	0	0	0	0	1
Q06839	0	3	0	0	0	0	3
P35731	0	2	0	0	0	0	2
Q04670	2	1	0	0	0	0	3
P0CX38	1	0	0	0	0	0	1
P07269	0	1	0	0	0	0	1
P32356	0	2	0	0	0	0	2
P33298	0	1	0	0	0	0	1
Q12067	1	0	0	0	0	0	1
P35842	1	0	0	0	0	0	1
P38987	0	1	0	0	0	0	1
P32832	1	0	0	0	0	0	1
P38256	0	1	0	0	0	0	1
P04801	1	3	0	0	0	0	4
P40260	1	0	0	0	0	0	1
P08566	2	4	0	0	0	0	6
Q06705	0	2	0	0	0	0	2
P40060	1	0	0	0	0	0	1
Q04533	0	1	0	0	0	0	1
P29311	0	1	0	0	0	0	1
P53095	0	2	0	0	0	0	2
P53279	0	1	0	0	0	0	1
P24384	1	3	0	0	0	0	4
Q12145	0	2	0	0	0	0	2
P47016	1	0	0	0	0	0	1
P26570	1	1	0	0	0	0	2
P38150	0	1	0	0	0	0	1
Q04053	0	1	0	0	0	0	1
P38925	1	0	0	0	0	0	1
P46678	0	1	0	0	0	0	1
Q07540	0	1	0	0	0	0	1
P0CX34	1	0	0	0	0	0	1
P38990	0	1	0	0	0	0	1
P40985	0	1	0	0	0	0	1
P26188	0	2	0	0	0	0	2
P38333	1	0	0	0	0	0	1
P39676	0	3	0	0	0	0	3
P27680	0	1	0	0	0	0	1
P37366	0	2	0	0	0	0	2
P54074	0	1	0	0	0	0	1
P17123	1	0	0	0	0	0	1
P27801	2	0	0	0	0	0	2
P40550	3	2	0	0	0	0	5
P32466	1	0	0	0	0	0	1
P39518	1	0	0	0	0	0	1
Q04396	1	0	0	0	0	0	1
Q03778	0	1	0	0	0	0	1
Q06551	1	0	0	0	0	0	1
Q04179	0	1	0	0	0	0	1
Q12265	0	2	0	0	0	0	2
P47043	0	4	0	0	0	0	4
Q06493	1	0	0	0	0	0	1
P53201	0	1	0	0	0	0	1
Q12229	0	1	0	0	0	0	1
Q12446	1	1	0	0	0	0	2
P40019	0	1	0	0	0	0	1
Q3E828	1	0	0	0	0	0	1
P46984	1	0	0	0	0	0	1
Q02969	1	0	0	0	0	0	1
P53935	1	0	0	0	0	0	1
Q08444	1	1	0	0	0	0	2
O13525	1	0	0	0	0	0	1
P34161	0	1	0	0	0	0	1
P23285	0	1	0	0	0	0	1
Q06178	0	1	0	0	0	0	1
Q06409	1	0	0	0	0	0	1
Q04383	1	0	0	0	0	0	1
Q03496	1	0	0	0	0	0	1
P15938	1	3	0	0	0	0	4
Q03406	1	1	0	0	0	0	2
P32561	0	1	0	0	0	0	1
Q02805	0	2	0	0	0	0	2
Q12470	1	0	0	0	0	0	1
Q99344	0	1	0	0	0	0	1
Q08214	0	1	0	0	0	0	1
P50861	0	1	0	0	0	0	1
P38635	1	0	0	0	0	0	1
P38123	0	0	4	0	0	0	4
P32524	3	0	0	0	0	0	3
P0CX64	2	2	0	0	0	0	4
P25341	0	1	0	0	0	0	1
P0CX08	0	2	0	0	0	0	2
Q12751	2	0	0	0	0	0	2
P46997	0	1	0	0	0	0	1
P42843	0	1	0	0	0	0	1
P38876	0	1	0	0	0	0	1
Q02981	1	0	0	0	0	0	1
P0CY09	0	1	0	0	0	0	1
P42846	2	0	0	0	0	0	2
P47114	1	0	0	0	0	0	1
P38163	1	0	0	0	0	0	1
Q12398	0	1	0	0	0	0	1
P33759	0	2	0	0	0	0	2
P38226	2	0	0	0	0	0	2
P40339	0	2	0	0	0	0	2
P16467	0	3	0	0	0	0	3
P53734	1	1	0	0	0	0	2
P20434	0	2	0	0	0	0	2
P40100	1	0	0	0	0	0	1
P32259	1	0	0	0	0	0	1
Q12040	0	1	0	0	0	0	1
Q06412	1	1	0	0	0	0	2
P36132	1	0	0	0	0	0	1
P19735	0	1	0	0	0	0	1
P53953	0	5	0	0	0	0	5
P36053	0	1	0	0	0	0	1
P09950	0	1	0	0	0	0	1
Q3E793	1	0	0	0	0	0	1
P40318	0	1	0	0	0	0	1
P47057	0	1	0	0	0	0	1
P04387	1	0	0	0	0	0	1
P38089	1	0	0	0	0	0	1
P40303	0	2	0	0	0	0	2
P53722	1	0	0	0	0	0	1
Q12284	1	0	0	0	0	0	1
Q04214	2	1	0	0	0	0	3
P46989	1	0	0	0	0	0	1
P47164	0	1	0	0	0	0	1
P38717	1	2	0	0	0	0	3
Q12406	1	0	0	0	0	0	1
P25340	1	0	0	0	0	0	1
P22696	0	2	0	0	0	0	2
P39517	1	1	0	0	0	0	2
P24280	0	2	0	0	0	0	2
P48813	1	0	0	0	0	0	1
Q6Q547	1	0	0	0	0	0	1
P53322	1	0	0	0	0	0	1
Q12236	0	1	0	0	0	0	1
Q12106	2	0	0	0	0	0	2
Q12499	1	1	0	0	0	0	2
P36105	1	0	0	0	0	0	1
P41939	0	1	0	0	0	0	1
P38149	1	1	1	0	0	0	3
Q04406	1	0	0	0	0	0	1
Q03435	0	1	0	0	0	0	1
P12687	1	0	0	0	0	0	1
Q6Q560	1	0	0	0	0	0	1
Q04728	1	0	0	0	0	0	1
P54783	1	1	0	0	0	0	2
Q06538	2	1	0	0	0	0	3
P47039	0	1	0	0	0	0	1
Q03483	1	0	0	0	0	0	1
P15705	0	0	2	0	0	0	2
P0CX84	1	0	0	0	0	0	1
P14682	0	1	0	0	0	0	1
Q08693	1	1	0	0	0	0	2
P47150	0	1	0	0	0	0	1
P11938	2	2	0	0	0	0	4
P37020	1	2	0	0	0	0	3
P25300	1	0	0	0	0	0	1
P53921	1	0	0	0	0	0	1
P27616	1	0	0	0	0	0	1
Q04599	0	1	0	0	0	0	1
P39956	1	2	0	0	0	0	3
P47143	1	0	0	0	0	0	1
P32048	0	2	0	0	0	0	2
P05453	0	3	0	0	0	0	3
P11986	2	0	0	0	0	0	2
Q07923	0	1	0	0	0	0	1
P25356	1	1	0	0	0	0	2
P18900	0	1	0	0	0	0	1
P32179	1	0	0	0	0	0	1
P53119	0	1	0	0	0	0	1
Q04119	0	1	0	0	0	0	1
P0C2J4	1	0	0	0	0	0	1
Q08553	0	1	0	0	0	0	1
P21825	1	0	0	0	0	0	1
P48353	0	1	0	0	0	0	1
P38878	1	0	0	0	0	0	1
P40065	1	0	0	0	0	0	1
P38090	1	0	0	0	0	0	1
Q12257	1	0	0	0	0	0	1
Q03691	1	0	0	0	0	0	1
P40204	0	1	0	0	0	0	1
P38883	0	1	0	0	0	0	1
P25042	0	1	0	0	0	0	1
P36116	1	0	0	0	0	0	1
P49957	0	1	0	0	0	0	1
Q05498	1	0	0	0	0	0	1
P36064	1	0	0	0	0	0	1
P39078	1	0	0	0	0	0	1
Q12318	0	1	0	0	0	0	1
P23394	1	1	0	0	0	0	2
P18410	1	0	0	0	0	0	1
P47031	1	0	0	0	0	0	1
P24869	0	2	0	0	0	0	2
P01119	0	1	0	0	0	0	1
P07260	0	1	0	0	0	0	1
Q12391	1	0	0	0	0	0	1
P42940	0	1	0	0	0	0	1
Q08347	0	3	0	0	0	0	3
P36224	1	0	0	0	0	0	1
P53849	0	7	0	0	0	0	7
P42884	0	1	0	0	0	0	1
P32332	3	0	0	0	0	0	3
Q02892	1	1	0	0	0	0	2
P0CD98	1	0	0	0	0	0	1
P38794	0	1	0	0	0	0	1
P40359	1	0	0	0	0	0	1
P41057	1	0	0	0	0	0	1
Q03856	1	0	0	0	0	0	1
P22007	0	0	5	0	0	0	5
Q03855	2	1	0	0	0	0	3
P47058	1	0	0	0	0	0	1
P39004	1	0	0	0	0	0	1
Q06340	1	0	0	0	0	0	1
Q03290	1	1	0	0	0	0	2
P40090	1	0	0	0	0	0	1
Q99258	1	0	0	0	0	0	1
P40395	1	0	0	0	0	0	1
P53832	0	1	0	0	0	0	1
Q02336	0	2	0	0	0	0	2
P43610	2	0	0	0	0	0	2
Q02208	1	0	0	0	0	0	1
Q06349	1	0	0	0	0	0	1
P23585	1	0	0	0	0	0	1
P38782	1	0	0	0	0	0	1
P25621	1	0	0	0	0	0	1
P38300	1	0	0	0	0	0	1
Q06338	1	0	0	0	0	0	1
P38922	0	3	0	0	0	0	3
P39743	0	2	0	0	0	0	2
P38291	1	0	0	0	0	0	1
Q03323	0	0	0	1	0	0	1
P54861	2	1	0	0	0	0	3
P32363	2	0	0	0	0	0	2
Q12749	0	1	0	0	0	0	1
P47155	1	0	0	0	0	0	1
Q08873	0	1	0	0	0	0	1
P36122	2	0	0	0	0	0	2
P53389	1	0	0	0	0	0	1
Q12188	1	0	0	0	0	0	1
P53187	1	0	0	0	0	0	1
